"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1875423364875219410","Sat Jan 11 03:48:09 +0000 2025","0","@totuno WKWKWK kalo soal traktir bisa segala cara bang. Gak lebih dari seribu cukup beli apaan ya gua. Belum lagi dipotong ppn 12%. Setega itu...?","1877925437549981886","","totuno","in","DESIRE : UNLEASH on June 05th.","0","0","0","https://x.com/nikip/status/1877925437549981886","764353215492083712","nikip"
"1877326843805610028","Sat Jan 11 03:34:20 +0000 2025","1","@jannahseeker99 @Tan_Mar3M Untung anis kasih nilai 11 kalo kasih nilai 12/100 bisa² PPN nya loncat ke 13% ","1877921961252381162","","jannahseeker99","in","","0","0","0","https://x.com/Imrajula2/status/1877921961252381162","1022657615728279552","Imrajula2"
"1877921949910778107","Sat Jan 11 03:34:17 +0000 2025","54","Selamat dibohongin pemerintah yang katanya ppn 12% hanya untuk barang mewah Ini berlaku di semua minimarket di Indonesia ya gais ","1877921949910778107","","","in","one ok rock japan","0","8","24","https://x.com/Disforus/status/1877921949910778107","1343759910","Disforus"
"1877568832228802739","Sat Jan 11 03:30:37 +0000 2025","0","@ekakangpanci @Persib_Addict Embyeh","1877921027638071695","","ekakangpanci","tl","London, England","0","0","0","https://x.com/kevinrexanda/status/1877921027638071695","1728103772671602690","kevinrexanda"
"1877918895434252636","Sat Jan 11 03:28:42 +0000 2025","0","@farchive__ peak bukor and sjw jokes 58% PPN 12% sri mulyani coretax and more will add xixixi","1877920542646546591","","farchive__","in","21+ NO MINORS","0","1","0","https://x.com/ksylittlegirl/status/1877920542646546591","1566667213825724418","ksylittlegirl"
"1877691486512570678","Sat Jan 11 03:28:41 +0000 2025","2","@centangbirudua @TrendAsia_Org Tarifnya PPN kan emang tetep 12% yang diotak atik pemerintah nilai DPP nya (hanya 11/12). Jadi nilai yg dibayarkan setara dgn 11% x nilai invoice","1877920539496624296","","centangbirudua","in","","0","0","0","https://x.com/Rata2AIR/status/1877920539496624296","1631684634265407490","Rata2AIR"
"1877712150279708842","Sat Jan 11 03:28:02 +0000 2025","0","@txtdaritadee Webtoon dan koin webtoon yg kena ppn 12%","1877920375038001532","","txtdaritadee","in","utrecht kidul","0","1","0","https://x.com/aegemond/status/1877920375038001532","1233594226895511553","aegemond"
"1877919424130228573","Sat Jan 11 03:24:15 +0000 2025","1","Di Indonesia tuk jadi kaya perlu punya perasaan tega dan tak tahu malu supaya bisnismu yg menggangu org lain itu ttp berjalan.","1877919424130228573","","","in","","0","0","0","https://x.com/Thaharizieq3/status/1877919424130228573","1405789177065525253","Thaharizieq3"
"1877919140561993746","Sat Jan 11 03:23:07 +0000 2025","0","Mereka di bayar berapa buat nutup kasus PPN 12% ya.. lanjut terus kambing hitam pemerintah ini..","1877919140561993746","","","in","Melbourne, Victoria","0","0","1","https://x.com/tulipsicel/status/1877919140561993746","1578287664423661568","tulipsicel"
"1877918867701567915","Sat Jan 11 03:22:02 +0000 2025","0","Yg bela dan yg dibela sama busuknya.","1877918867701567915","","","in","","0","0","0","https://x.com/Thaharizieq3/status/1877918867701567915","1405789177065525253","Thaharizieq3"
